product_id,title,product_description,category,rating,ratings_count,initial_price,discount,final_price,total_amount,seller_name,currency
18532334,Pepe Jeans,Men Green Printed Cotton Basic Briefs,briefs,0.0,0,459,20.0,298.0,91.8,Vis███ St███,INR
16696094,Van Heusen,Men Swift Dry High Stretch Mesh AIR Series Active Briefs 8905325842743,briefs,4.6,192,649,56.0,649.0,363.44,Wes███ry ███din█████████d_M██████,INR
21867416,DressBerry,Women Boy Shorts Brief,briefs,4.1,14,299,28.0,215.0,83.72,VAC███CRE███ONS███,INR
21850852,Soie,Women High Waist Full Coverage Lace Brief,briefs,4.9,14,390,5.0,370.0,19.5,GIN███IND███RIE█████████,INR
21860658,EROTISSCH,Women Printed Laced Basic Briefs,briefs,0.0,0,899,40.0,539.0,359.6,AAK███INT███TES█████████LIM██████,INR
21569986,Chromozome,Men Pack of 4 Premium Pure Cotton Mini Briefs 8902733625630-MULTI 9,briefs,4.2,18,1199,40.0,395.0,479.6,Sup███om ███,INR
19206416,ABELINO,Women Set of 3 Assorted Cotton Boy Shorts Briefs PANTY3PCPLAINBOYSHORTS01,briefs,3.6,14,1899,80.0,379.0,1519.2,ARI███T T███ING█████████,INR
22196594,Zoiro,Men Pack Of 2 Anti-Bacterial Basic Briefs,briefs,5.0,6,499,56.0,499.0,279.44,J.G███OSI███ PR█████████ITE███,INR
22196914,Zivame,Women Pack Of 3 Low-Rise Ultra Soft Bikini Briefs,briefs,4.6,5,799,50.0,399.0,399.5,MIL███AR ███AIL█████████LIM██████,INR
21906602,bummer,Women Printed Micro Modal Mid Rise Boy Shorts,briefs,4.6,23,599,25.0,449.0,149.75,BAL███APP███LS █████████IMI██████,INR
13889998,XYXX,Men Grey Solid Ultra-Soft Antimicrobial Basic Briefs XYBRF56,briefs,4.1,202,249,56.0,249.0,139.44,XYX███PPA███S P█████████MIT████████████,INR
22436508,Bruchi CLUB,Men Low-Rise Anti-Bacterial Basic Briefs,briefs,5.0,4,888,65.0,310.0,577.2,BRU███ CL███APP█████████ATE█████████,INR
21877640,DressBerry,Shoulder Straps Pure Cotton Camisole,camisoles,3.7,14,299,23.0,230.0,68.77,VAC███CRE███ONS███,INR
18882294,VStar,Women White Solid Modern Fit Deep Neckline  Camisoles,camisoles,4.8,10,265,56.0,265.0,148.4,V S███ CR███ION█████████,INR
21882284,H&M,Grey Tealight Holder,candle-holders,0.0,0,1299,45.0,714.0,584.55,H &███Hen███ & █████████eta█████████████████████,INR
13669894,Vastraa Fusion,Unisex Maroon Solid Woollen Afghani Pakol Cap,caps,3.5,13,1699,70.0,1699.0,1189.3,Unknown Seller,INR
16281444,Bharatasya,Women White & Black Woolen Earwarmer Headband,caps,4.3,7,699,68.0,223.0,475.32,VR ███ign███,INR
20129438,Skechers,Men Blue Textured Sneakers,casual-shoes,3.8,11,12999,30.0,7799.0,3899.7,LSD███FES███ES █████████IMI██████,INR
18506050,Bata,Women Black Woven Design Slip-On Sneakers,casual-shoes,4.4,86,1199,55.0,539.0,659.45,Bat███ndi███imi██████,INR
21739362,Prolific,Men Printed LightWeight Mid Top Sneakers,casual-shoes,3.9,8,2660,71.0,771.0,1888.6,BRA███SI ███AIL███,INR
21903832,U.S. Polo Assn.,Women Perforated Sneakers,casual-shoes,4.1,16,4299,25.0,3224.0,1074.75,ARV███ LI███TYL█████████LIM██████,INR
21651940,HIGHLANDER,Men Black Woven Design Sneakers,casual-shoes,3.4,25,1898,55.0,569.0,1043.9,Fla███tar███mme██████,INR
21321784,San Frissco,Men  Colourblocked Sneakers,casual-shoes,4.3,6,5995,72.0,1678.0,4316.4,ARY███ FO███EAR█████████PVT██████,INR
21482828,Eego Italy,Men Slip On Loafers Shoes,casual-shoes,0.0,0,2999,70.0,899.0,2099.3,Gur███ers███,INR
21907914,MOZAFIA,Men Canvas Mid-Top Lace-Up Sneakers,casual-shoes,4.0,225,1999,60.0,799.0,1199.4,DHV███LOB███PRI█████████TED███,INR
21497770,Puma,Men Sneakers,casual-shoes,4.1,111,4999,55.0,2249.0,2749.45,Pum███por███Ind█████████td.█████████,INR
21169272,HRX by Hrithik Roshan,Men Skate Street Sneaker,casual-shoes,3.9,107,3299,50.0,1649.0,1649.5,Omn███ch ███ail███,INR
13643492,WROGN,Men Brown Leather Loafers,casual-shoes,3.7,58,3599,55.0,3599.0,1979.45,Unknown Seller,INR
13638220,FAUSTO,Men Brown Textured Loafers,casual-shoes,3.2,6,999,1.0,999.0,9.99,Unknown Seller,INR
13638232,FAUSTO,Men Tan Brown Solid Velvet Loafers,casual-shoes,2.5,4,1299,1.0,1299.0,12.99,Unknown Seller,INR
18489168,TOMS,Women Red Solid Alpargata Canvas Slip-On Sneakers,casual-shoes,4.3,6,4999,56.0,4999.0,2799.44,V R███il ███ Lt███,INR
18997532,Fame Forever by Lifestyle,Kids-Boys Blue Woven Design Velcro Oxfords,casual-shoes,0.0,0,999,40.0,599.0,399.6,LAN███RK ███INE█████████T L███,INR
18091436,HIGHLANDER,PRINTED CANVAS SNEAKERS,casual-shoes,3.9,51,2198,50.0,659.0,1099.0,Fla███tar███mme██████,INR
17312062,Clarks,Men Blue Nubuck Penny Loafers,casual-shoes,4.6,31,6999,50.0,6999.0,3499.5,CLA███ RE███NCE█████████ PV██████,INR
17314086,EVERLY,Women Beige Textured Wedge Mules,casual-shoes,3.7,79,1499,40.0,899.0,599.6,M K███OTW███,INR
17312144,Clarks,Men Black Perforations Nubuck Derbys,casual-shoes,3.7,3,10999,35.0,7149.0,3849.65,Vis███ St███,INR
17350218,Delize,Men Black Leather High-Top Flat Boots,casual-shoes,0.0,0,13999,68.0,4479.0,9519.32,Daz███ Ex███ts,INR
17361518,Buckaroo,Men Tan Brown Solid Leather Flat Boots,casual-shoes,0.0,0,4999,25.0,3749.0,1249.75,Nag███ Li███tyl███,INR
16284648,Crew STREET,Women Sea Green Woven Design Slip-On Sneakers,casual-shoes,4.1,41,3099,55.0,1394.0,1704.45,Sup███om ███,INR
19103830,PUMA Motorsport,Unisex Black Perforations BMW MMS Neo Cat Regular Sneakers,casual-shoes,4.5,157,6999,55.0,4199.0,3849.45,Sup███om ███,INR
21937664,Cortina,Black & Beige 4 Pcs Ethnic Motif Printed Super Stretchable Chair Cover,chair-cover,4.7,15,2598,64.0,935.0,1662.72,Bha███vna███Imp█████████ect███,INR
16712992,Cutiekins,Girls Pink & White Printed Top with Shorts,clothing-set,4.1,454,1999,70.0,719.0,1399.3,CUT███INS███IVA█████████D,INR
21836198,Nottie Planet,Boys Printed T-shirt with Shorts,clothing-set,4.5,13,449,30.0,314.0,134.7,MOO███ FA███ONS█████████,INR
18193844,Rubans,Cream-Coloured & Gold-Toned Embellished Embroidered Potli Clutch,clutches,4.1,25,1980,75.0,1980.0,1485.0,Unknown Seller,INR
16694464,Ahalyaa,Women Stunning Blue Printed Top with Solid Skirt,co-ords,4.1,195,5000,66.0,1700.0,3300.0,UDA███ASH███,INR
18494054,Home Sizzler,Green & Cream-Coloured Set of 2 Floral Window Curtain,curtains-and-sheers,4.3,48,799,40.0,399.0,319.6,Fla███ech███tai███,INR
18462808,Homefab India,Unisex Navy Blue Curtains and Sheers,curtains-and-sheers,0.0,0,1199,52.0,569.0,623.48,SHI███ABA███NDL██████,INR
16185546,ellementry,Gold-Toned 2 Pieces Stainless Steel Matte Spoon,cutlery,5.0,5,1750,56.0,1750.0,980.0,Dil███ Es███tia█████████d,INR
15174886,MIAH Decor,Cream-Coloured & Green 2 Pieces Handcrafted Ceramic Matte Bowls,dinnerware,3.2,6,599,40.0,359.0,239.6,MIA███ECO███,INR
21664722,Curvy Clan,Colourblocked A-Line Cotton Maxi Dress,dresses,3.7,3,2999,56.0,2999.0,1679.44,RUB███S C███,INR
21426422,Trendyol,Black Maxi Dress,dresses,4.1,10,4399,45.0,2419.0,1979.55,Sup███om ███,INR
21238004,COVER STORY,Embellished Shoulder Straps Velvet Sheath Dress,dresses,4.8,24,3490,40.0,2094.0,1396.0,Cov███Sto███Clo█████████ite███,INR
21426632,Trendyol,Floral Printed Shoulder strap A-Line Mini Dress,dresses,3.9,35,3599,30.0,2519.0,1079.7,Sup███om ███,INR
21673378,RACHNA,Floral Print Flared Sleeve Crepe A-Line Mini Dress,dresses,3.0,4,1299,51.0,628.0,662.49,RAC███ AR███RIN█████████TD.███,INR
21664936,Label Ritu Kumar,Candy Striped Pure Cotton Maxi Dress,dresses,0.0,0,5900,30.0,4130.0,1770.0,REL███CE ███U K█████████ATE█████████,INR
21665324,Harpa,Sweetheart Neck Puff Sleeves Sheath Dress,dresses,2.3,4,1999,55.0,899.0,1099.45,HAR███RET███ PV█████████,INR
21664854,aarke Ritu Kumar,Cotton A-Line Dress,dresses,4.0,6,2200,30.0,1540.0,660.0,REL███CE ███U K█████████ATE█████████,INR
21664974,Label Ritu Kumar,Candy Striped Pure Cotton Wrap Dress,dresses,4.6,7,4500,30.0,3150.0,1350.0,REL███CE ███U K█████████ATE█████████,INR
21664840,aarke Ritu Kumar,Floral Georgette A-Line Midi Dress,dresses,4.0,6,3500,30.0,2450.0,1050.0,REL███CE ███U K█████████ATE█████████,INR
21980370,Tokyo Talkies,Mini A-Line Dress,dresses,3.7,26,1599,79.0,335.0,1263.21,Vis███ St███,INR
21616436,Curves by MISH,Plus Size Shoulder Straps Embellished Maxi Dress,dresses,0.0,0,3999,37.0,2519.0,1479.63,MIS███ESI███ LI██████,INR
21988674,Sangria,Floral Printed Tiered A-Line Dress,dresses,0.0,0,2999,80.0,599.0,2399.2,SWARR,INR
22004792,WoowZerz,Button Detailed Mini Blazer Dress,dresses,4.8,26,2495,50.0,1247.0,1247.5,Man███ Fa███ona██████,INR
21979790,Vishudh,Floral Printed A-Line Midi Dress,dresses,3.8,55,2049,77.0,471.0,1577.73,Fla███tar███mme██████,INR
18962890,Athena,Fuchsia Solid Asymmetric Hem A-Line Maxi Dress,dresses,4.0,34,2499,64.0,899.0,1599.36,APE███PPA███S,INR
19027298,DressBerry,Girls Pink & Navy Blue Floral Printed Shirt Collar Fit & Flare Dress,dresses,3.8,40,1499,41.0,884.0,614.59,Vis███ St███,INR
18962984,Athena,Burgundy Off-Shoulder Scrunchie Bodycon Dress,dresses,4.3,236,2499,68.0,799.0,1699.32,APE███PPA███S,INR
18951626,Berrylush,Women Green Solid Twist & Knot Dress,dresses,4.0,60,1899,78.0,398.0,1481.22,Sup███om ███,INR
18816460,Ethnovog,Women Navy Blue Velvet A-Line Made To Measure Dress with Jacket,dresses,3.7,6,7828,52.0,3757.0,4070.56,Net███enu███ech█████████Pvt██████,INR
18944812,DRAAX Fashions,Pink Chiffon Fit and Flare Dress,dresses,3.6,8,2399,56.0,2399.0,1343.44,Dra███Fas███ns █████████vat████████████,INR
18977246,AURELIA,Blue Ethnic Motifs Maxi Dress,dresses,4.1,140,4299,59.0,1750.0,2536.41,Esh███ox ███mme█████████td,INR
18803110,Athena Girl,Yellow Floral Dress,dresses,3.5,6,2299,74.0,597.0,1701.26,APE███PPA███S,INR
18962990,Athena,Teal Blue Side Gathered Maxi Dress,dresses,4.2,35,2499,66.0,849.0,1649.34,APE███PPA███S,INR
18951632,Berrylush,Women White Floral Pattern Play Dress,dresses,3.9,69,1899,80.0,379.0,1519.2,Sup███om ███,INR
18956684,Forevermore,Mustard Yellow Chiffon Embroidred Ruffle Tiered Midi Dress,dresses,4.2,5,1599,56.0,1599.0,895.44,Ami███nte███ise███,INR
18981160,Amydus,Blue & Orange Floral Wrap Dress,dresses,4.7,43,2799,56.0,2799.0,1567.44,BEG███01 ███EST██████,INR
18962952,Athena,Lavender Solid Accordion Pleats Wrap Dress,dresses,4.2,3797,2799,60.0,1119.0,1679.4,Ape███ppa███s -██████,INR
18207844,H&M,Women Blue Linen-blend Shirt Dress,dresses,3.0,7,1999,56.0,1999.0,1119.44,Unknown Seller,INR
15736838,U&F,Black Solid Maxi Dress,dresses,3.8,1023,1999,66.0,679.0,1319.34,SVP███XPO███ PR█████████ITE███,INR
15788324,Tokyo Talkies,Blue Off-Shoulder Maxi Dress,dresses,4.2,347,1399,53.0,475.0,741.47,Vis███ St███,INR
15691054,QUIERO,Women Alluring Grey Polka Dots Trapeze Dress,dresses,3.4,7,2686,65.0,940.0,1745.9,Per███nkl███esi██████,INR
15691070,QUIERO,Women Beautiful Orange Abstract Tiered Dress,dresses,4.1,474,2820,65.0,987.0,1833.0,Per███nkl███esi██████,INR
13770986,all about you,Black Solid Midi Halter Neck Fit and Flare Dress,dresses,4.2,38,2999,56.0,2999.0,1679.44,Unknown Seller,INR
17586858,RARE,Women Orange Georgette A-Line Midi Dress,dresses,3.4,23,1799,55.0,809.0,989.45,EPI███RAN███PVT██████,INR
17692606,Style Quotient,Women Navy Blue Solid Cut-Out Detail Sheath Midi Dress,dresses,3.9,12,1899,53.0,892.0,1006.47,Kri███n S███het█████████td,INR
17592092,U&F,Women Stylish Mustard Solid All in the Details Dress,dresses,4.1,7,2899,74.0,753.0,2145.26,SVP███XPO███ PR█████████ITE███,INR
17661682,Tokyo Talkies,Lavender Cut Outs Sheath Mini Dress,dresses,4.1,13,1549,61.0,340.0,944.89,Vis███ St███,INR
17692718,Style Quotient,Women Tranquil Teal Solid Halter Neck Dress,dresses,4.8,8,1599,69.0,495.0,1103.31,Kri███n S███het█████████td,INR
17194598,Tokyo Talkies,Women Charming Purple Solid Dress,dresses,4.3,48,1749,65.0,437.0,1136.85,Vis███ St███,INR
17194592,Tokyo Talkies,Women Stunning Blue Solid Dress,dresses,4.1,240,1749,65.0,367.0,1136.85,Vis███ St███,INR
18207478,Tokyo Talkies,Women Gorgeous Green Solid Dress,dresses,4.1,333,699,60.0,279.0,419.4,Vis███ St███,INR
19032542,BUY NEW TREND,Black & brown Off-Shoulder Georgette Dress,dresses,3.8,8,1499,50.0,749.0,749.5,Dim███Gar███ts,INR
18996672,Bella Moda,Girls Yellow & Navy Blue Fit and Flare Dress,dresses,4.6,8,2017,70.0,605.0,1411.9,SHI███TRA███S,INR
19213302,8seconds,Navy Blue Solid Wrap Dress,dresses,0.0,0,5099,45.0,2804.0,2294.55,Sup███om ███,INR
15191784,Kazo,Green Halter Neck Peplum Maxi Dress,dresses,4.0,35,3690,60.0,1476.0,2214.0,Kaz███ash███ PV█████████JIT███,INR
19213200,Label Ritu Kumar,Cream-Coloured & Blue Ethnic Motifs Georgette A-Line Dress,dresses,4.8,5,5200,40.0,3120.0,2080.0,REL███CE ███U K█████████ATE█████████,INR
19213186,Label Ritu Kumar,Solid Tiered Maxi Dress,dresses,1.9,7,6900,30.0,4830.0,2070.0,REL███CE ███U K█████████ATE█████████,INR
15104856,SCORPIUS,Women Pretty Pink Solid Sweetheart Neck Dress,dresses,0.0,0,1999,70.0,599.0,1399.3,Sha███i K███ana███,INR
20040576,U&F,Olive Green Crepe Maxi Dress,dresses,3.8,23,2899,68.0,927.0,1971.32,SVP███XPO███ PR█████████ITE███,INR
19987092,Vastralay,Grey & Black Tie and Dye Dyed Midi Dress,dresses,4.2,17,2999,78.0,659.0,2339.22,ASH███ PR███S,INR
10054817,Veni Vidi Vici,Women Mustard Yellow Bodycon Dress,dresses,4.3,110,1890,60.0,756.0,1134.0,NYM███EA ███HIO█████████ PR███████████████,INR
10054855,Veni Vidi Vici,Solid Olive Green Ruched Bodycon Dress,dresses,4.2,389,1890,60.0,756.0,1134.0,NYM███EA ███HIO█████████ PR███████████████,INR
10691426,SASSAFRAS,Black & Beige Ikat Print Cotton Shirt Dress,dresses,4.5,4441,2199,65.0,769.0,1429.35,ARD███ Re███l C███,INR
20040566,U&F,Women Plus Size Turquoise Blue Floral Printed Crepe Maxi Dress,dresses,3.3,8,2899,70.0,869.0,2029.3,SVP███XPO███ PR█████████ITE███,INR
18963006,Athena,Purple Off-Shoulder Scrunchie Bodycon Dress,dresses,4.3,45,2499,68.0,799.0,1699.32,APE███PPA███S,INR
19513066,Stylecast X Hersheinbox,Floral Fit & Flare Dress With Gathered Details,dresses,4.5,11,2559,54.0,2559.0,1381.86,Unknown Seller,INR
13703862,Style Quotient,Women Olive Green Solid Shirt Dress,dresses,3.9,46,1749,71.0,507.0,1241.79,Kri███n S███het█████████td,INR
18975316,Berrylush,Women  Off-White Striped Knits Bits Dress,dresses,4.2,31,3200,74.0,640.0,2368.0,Sup███om ███,INR
21664826,aarke Ritu Kumar,Floral Layered Chiffon A-Line Dress,dresses,4.0,6,2800,30.0,1960.0,840.0,REL███CE ███U K█████████ATE█████████,INR
21242962,Tommy Hilfiger,Sustainable Pure Cotton Denim Shirt Dress With Cut-Outs Detail,dresses,4.4,9,5999,40.0,5699.0,2399.6,Fla███ech███tai███,INR
21653646,ONLY,Floral Printed A-Line Dress,dresses,4.6,5,3299,60.0,1319.0,1979.4,ONL███ETA███PVT██████,INR
21661136,Kannan,Floral Print Shoulder Strap Maxi Dress,dresses,0.0,0,2299,70.0,689.0,1609.3,SHR███KAN███ CO█████████,INR
20022902,Slenor,Women Embellished Georgette Midi Dress,dresses,4.4,10,3599,59.0,1475.0,2123.41,Sle███ Ap███els███,INR
20052002,StyleStone,Green Polka Dots Dress,dresses,0.0,0,1599,56.0,703.0,895.44,STY███STO███LLP███,INR
20046216,YK Disney,Girls Minnie Mouse Graphic Printed A-Line T-shirt Dress,dresses,5.0,7,999,67.0,329.0,669.33,CRO███OAD███LOT█████████LTD███,INR
22616192,Oomph!,Square Neck A-Line Dress,dresses,3.9,7,1340,63.0,495.0,844.2,CLI███WIS███NTE█████████RIV████████████,INR
13391600,Mast & Harbour,Women Navy Blue & White Striped A-Line Dress,dresses,3.7,200,1499,65.0,524.0,974.35,SAP███SHI███ PR█████████ITE███,INR
22590642,YU by Pantaloons,Round Neck Schiffli Tiered Cotton A-Line Dress,dresses,4.8,12,1499,52.0,719.0,779.48,Wes███ry ███din█████████d_P████████████,INR
13572604,Tokyo Talkies,Women Green Self Design Sheath Dress,dresses,4.2,58,1799,63.0,1799.0,1133.37,Unknown Seller,INR
13649832,all about you,Black & Mustard Yellow Printed A-Line Dress,dresses,4.3,56,1999,56.0,1999.0,1119.44,Unknown Seller,INR
13487998,THREAD MUSTER,Women Maroon Solid Maxi Dress,dresses,2.7,10,2499,74.0,2499.0,1849.26,Unknown Seller,INR
13467444,Sugr,Women Green Solid Fit and Flare Dress,dresses,3.8,14,899,30.0,899.0,269.7,Unknown Seller,INR
13387584,Wish Karo,Girls Black & White Printed Fit and Flare Silk Dress (0-3 Months),dresses,4.1,11,1999,65.0,699.0,1299.35,Kot███da ███est█████████Ltd███,INR
22634940,Rustorange,Floral Print Gathered or Pleated Fit and Flare Ethnic Dresses,dresses,3.8,5,3399,56.0,1495.0,1903.44,Zak███i I███tec█████████ Li██████,INR
22622806,HERE&NOW,Fit & Flare Midi Dress,dresses,4.0,22,2999,67.0,989.0,2009.33,ANI███OTH███,INR
13558254,Tokyo Talkies,Women Peach-Coloured Printed Fit and Flare Dress,dresses,4.1,934,1349,59.0,1349.0,795.91,Unknown Seller,INR
13586840,all about you,Women Yellow Solid A-Line Midi Dress,dresses,4.0,29,1899,55.0,1899.0,1044.45,Unknown Seller,INR
13586818,all about you,Women Green Solid A-Line Dress,dresses,4.0,208,1899,54.0,1899.0,1025.46,Unknown Seller,INR
13406942,Global Desi,Girls Blue Embroidered A-Line Denim Dress,dresses,4.8,8,1799,75.0,449.0,1349.25,OCH███AND███ACK█████████LIM██████,INR
1341220,Miss Chase,Black & White Striped Belted Dress,dresses,4.4,22,1149,10.0,689.0,114.9,CHA███LIF███YLE█████████,INR
13387582,Wish Karo,Girls Black Polka Dot Printed Fit and Flare Dress,dresses,4.7,18,2123,65.0,743.0,1379.95,Kot███da ███est█████████Ltd███,INR
22638540,Oomph!,Floral Printed Ruffled Crepe Fit & Flare Dress,dresses,2.3,4,1340,63.0,495.0,844.2,CLI███WIS███NTE█████████RIV████████████,INR
13391540,Mast & Harbour,EcoVero Women Yellow & White Abstract Printed Tiered Shirt Dress,dresses,4.1,576,1999,66.0,679.0,1319.34,SWARR,INR
13447736,DODO & MOA,Women Yellow & Blue Printed A-Line Midi Dress,dresses,2.1,8,2799,60.0,1119.0,1679.4,AVY███ FA███ONT█████████TE █████████,INR
13435624,Deewa,Women Navy Blue & Off-White Floral Print Maxi Dress,dresses,4.1,28,2199,69.0,681.0,1517.31,Sun███ne ███t W██████,INR
13382036,plusS,Women Olive Green Accordion Pleated Midi A-Line Dress with Belt,dresses,4.2,623,1899,83.0,322.0,1576.17,Shi███Int███ati█████████rel███,INR
22610596,NIGHTSPREE,Printed Crepe Maternity Fit & Flare Denim Midi Dress,dresses,0.0,0,2799,50.0,1399.0,1399.5,MAH███R E███RPR██████,INR
13449506,DOOR74,Women Black Solid Maxi Dress,dresses,5.0,7,2399,70.0,719.0,1679.3,JXP███S,INR
13411990,DODO & MOA,Women Teal Green Solid Off-Shoulder Fit and Flare Dress With Bell Sleeves,dresses,2.8,6,2990,65.0,1046.0,1943.5,AVY███ FA███ONT█████████TE ███████████████,INR
22590644,YU by Pantaloons,Shoulder Straps Schiffli Cotton A-Line Dress,dresses,4.7,17,1399,54.0,643.0,755.46,Wes███ry ███din█████████d_P████████████,INR
